start	end	text
41512373	41516078	I can point the toes out just a little bit, and then I'm just gonna go here,
41516345	41535619	it's going to be a hamstring stretch one two three keep the hands down and come into a deep squat try to stay back on your heels if you can one two three rock forward so i'm on my toes now drive the knees out with the elbows hold one two
41535599	41539368	Three, rock it back, heels back down to the ground.
41539628	41541272	One, two, three.
41541352	41544821	I need one hand up, two hand up, not out here.
41544861	41547567	We need it back behind the head and stand.
41548108	41548349	All right.
41548830	41550213	So that's one cycle.
41550474	41551576	We're going to go for three of these.
41552539	41553962	So it's one, two, three.
41554297	41583358	one two three lean one two three heels back down one two three one up two up stand all right if you cannot get down in that deep position then let's just go as low as we can right here and then on the lean it's just gonna look like this all right and then we're gonna come back hopefully parallel to the floor one up two up stand we just got to get as low as we can and every day try to progress so that we can get lower and lower better range of motion
41583338	41586181	So for the hip bridge, it's gonna be a very basic hip bridge.
41586241	41588564	Even if you're an advanced athlete, I want you to do this version.
41588965	41591748	So we're gonna get up nice and flat in a hip bridge.
41592068	41593770	I need to be flat through the hips.
41594051	41596474	I'm driving through my midfoot right now.
41596994	41601440	And now I'm just gonna squeeze my glutes together as hard as I possibly can.
41601800	41604603	So just holding in this position isn't that difficult.
41604864	41612653	But if I squeeze my glutes together as hard as I can so they're rock solid, I'm gonna get a really good isometric contraction
41612633	41615037	And I'm going to activate a lot of muscle fibers.
41616098	41622648	And we're just going to hold in this position for 25 seconds with a full squeeze and then relax.
41623069	41627216	This is all for hip activation, getting those glutes fired up.
41627236	41629199	It's the most powerful muscle in the body.
41629219	41631402	So we got to get them revved up for our session.
41640258	41646009	So for my lateral step core stiffness, what I'm gonna do is use a cable machine.
41646370	41648975	I'm gonna get that cable set at around hip height.
41649356	41655347	Now if you don't have a cable machine, you could just do these with a band, get it around something stable, around hip height.
41656238	41659965	Either one will work, but I like to use a cable machine because we can load up a little heavier.
41660066	41662490	So of course, as always, we start very light.
41662851	41665015	Once we feel comfortable, we gradually go up.
41665316	41668041	I like to go around 80, 90, up to 100 pounds.
41668101	41670827	So I'm going to go feet pretty close together.
41671127	41673732	So I'm maybe hip width, shoulder width apart here.
41673772	41676498	Already I should feel like it's really pulling me in.
41676939	41678702	Now I'm just going to take a little step.
41678682	41702952	with this left foot and as soon as that foot hits i'm landing with that 90 degree knee angle and then i'm keeping my core stiff and i'm pushing out of it all right so so many of you what you're going to do is you're going to step and then you're going to have this torso collapse you got to keep in mind a lot of the battle on lateral movements right if i'm changing direction is that core stiffness
41702932	41710945	So if I get here and I go to change directions and I deform from the core, we lose milliseconds on that change of direction.
41711345	41713849	So what I want you to focus on is keeping that stiff core.
41714150	41719619	As soon as that foot hits, I do not collapse at all and I can just push right back out.
41721061	41727471	Alright, so it's feet together, it's here, short ground contact time and just push up out of it.
41728345	41730752	It's got to be fast, it's got to be rapid.
41730973	41737714	We are going to feel a burn in the leg, but we should also feel it in the core, especially in that outside oblique.
41750620	41757088	So for our eccentric overloaded one leg RDL, what I'm going to do is just deadlift the weight up.
41757168	41762195	So I want to choose a weight that I couldn't normally do single leg deadlifts with.
41762275	41767141	So I'm just going to do bilateral, so double leg on the way up, a normal deadlift.
41767422	41770165	This part should be the easy part.
41770145	41772651	Now from here, I'm just coming to one leg.
41773031	41774855	All right, so slight bend in the knee.
41774915	41776699	We don't need to be completely stiff with it.
41777180	41778102	Slight bend in the knee.
41778463	41779726	From there, it's just a hip hinge.
41779806	41781310	I'm not bending my knee anymore.
41781370	41785639	And I'm coming down slow about three.
41785619	41787941	seconds and just put it down on the floor.
41788281	41797990	Now if you don't have that range of motion you could always use bumper plates or some sort of blocks and we could put it down on the blocks and then pick it back up with two feet.
41798050	41806398	So then again I'm coming two feet back to that right foot slight bend in that knee and nice and slow three seconds on the way down.
41806998	41815626	So the key here is if you choose a weight that you could easily just do normal RDL's with that's not actually overloading the eccentric.
41815606	41820532	So we have to choose a weight that we normally wouldn't be able to just rep out RDLs.
41820853	41823796	Now, some people balance is the limiting factor.
41823976	41840277	So if balance is the limiting factor and it's not necessarily strength, I would rather see you just go in a split stance, so a slight split, and keep all the weight on this front leg just like we would in a single leg RDL, but keep this back foot down for some support.
41840597	41845123	So I'm just gonna come down on this back toe so I can deadlift it up.
41845660	41848164	And I can just put that foot down a little bit for support.
41848264	41849987	I am not putting my weight back.
41850408	41855256	All my weight is still on that front leg and I'm doing the same thing.
41855276	41856819	Alright, so that version is great.
41856879	41860845	It'll actually allow us to use a little bit more weight and we can be on balance.
41861066	41868478	But some of you guys are more advanced to where you can really load up heavy and get a good single leg RDL without balance being the limiting factor.
41868458	41874124	Now keep in mind with that single leg RDL it is a hip hinge so I'm pushing my butt back back back.
41874484	41876186	I'm keeping my back completely flat.
41876466	41878488	I do not want to have any type of rounded spine.
41879189	41882912	Also with that back leg I can keep that knee relaxed a little bit.
41882953	41887577	Sometimes people try to go straight with that leg and it might limit the overall range of motion.
41887938	41893403	I'd rather see you have sort of a relaxed leg where we're almost straight but we do have a little bend in the knee.
41893383	41895927	And then I want to kick this heel nice and high.
41896347	41900474	So as I go down, that leg is getting kicked up, up, up.
41900494	41903618	So that thigh should really be parallel with your torso.
41903899	41907324	So as you go down, I don't want that thigh to hang out down here.
41907444	41909807	I want it to be up in that position.
41910108	41913653	And we're thinking about driving that heel up towards the ceiling.
41926897	41933346	So for our TKE rear foot elevated split squat, I'm gonna pull up a bench and I'm gonna go dumbbells on the floor.
41933767	41935730	Now, if you don't have the bench, that's okay.
41936050	41939055	We can always just make this into a reverse lunge instead.
41939415	41942279	But if you do have the bench, we want something just below knee height.
41942520	41943802	All right, so I'm gonna get in the band.
41943882	41946666	Now I'm gonna make sure that it's right behind the knee.
41946786	41950351	Typically a thicker band does better here, a thicker, stronger band.
41950591	41952474	But if you just have the thin bands, that's okay.
41952494	41955098	Just step back further to get more tension.
41955078	41961492	So when I'm in this setup position with my rear foot elevated, I should already feel a good pull here.
41961833	41966623	So I have to really activate my quad, my VMO, just to stay stable in this position, right?
41966663	41969510	If it's too loose, then there's no point in even having that band.
41970111	41974200	So get that perfect amount of tension and then come down to the floor.
41974180	41978045	pick up our dumbbells and now it's a rear foot elevated split squat.
41978085	41981750	So I'm going all the way down and all the way back up.
41981930	41987097	Now at that bottom position, I do want the knee just over the toe.
41987438	41992925	So this isn't our typical rear foot elevated where our knee is going to stay back behind the toe.
41992945	41998973	We are going to get a little bit of a forward shin angle so that knee is going to end up just in front of the toe.
41998953	42006885	And now we're really going to make it quad dominant because we have this band pulling at the top, so we're getting extra VMO activation.
42006905	42008647	That's that small teardrop muscle.
42011091	42016118	So at the top I get a good squeeze in the quad, especially that teardrop muscle.
42018072	42021856	and I'm going through my normal rear foot elevated, all right?
42022297	42026021	So you probably won't feel much in the glutes or the hamstrings.
42026041	42028123	You're gonna feel everything in the quad.
42028724	42037053	On this exercise, we're trying to bulletproof the quads, which means bulletproof in the knees, getting the knees nice and resilient with this exercise.
42037373	42039316	So if you didn't have the bench, that's okay.
42039336	42041638	We could just do a reverse lunge.
42041939	42044161	So I'm gonna do the same exact thing.
42044541	42046003	I'm gonna step back,
42045983	42047165	and I'm getting back up.
42047185	42050390	I'm going to squeeze up at that top position.
42050771	42053876	As always, start body weight, gradually go up.
42053896	42058744	We do want to load as heavy as we possibly can once the form is down and everything is right.
42059205	42065095	Just because it's a TKE quad focus exercise doesn't mean that this is something where we're just going to go light.
42065476	42069683	We do want to progressively overload and get as heavy as we can with those dumbbells.
42070104	42070945	Let's get it.
42080999	42101185	so for my band stability ball hamstring curl if we have some thin bands we can put one around a power rack or something nice and stable i actually like to link together two of them if you don't have this band i'm going to show you the alternative at the end of this video so if we have it i'm going to put my feet up on the stability ball i'm going to get
42102042	42104607	the band right around my midfoot.
42104647	42109336	Now, I got to stay in dorsiflexion, so I got to keep my toes back towards my head.
42109716	42115727	And the good thing about this is we're getting a lot of that anterior tibialis work, so that muscle right along the shin.
42116088	42117731	We're going to really work that muscle here.
42118192	42120536	So I want to start with some light tension on the band.
42120576	42122199	I don't want it to be completely slack.
42122640	42123662	So I'm here.
42124925	42133339	Now I'm gonna bridge up nice and flat like a bridge, squeeze the glutes, pull the toes back towards the head, and then it's just a hamstring curl.
42133599	42140571	So I'm being resisted on the way back and I'm controlling on the eccentric.
42142272	42144758	So we should feel a big burn in the hamstrings.
42144978	42151373	We will also feel a little bit of a burn in the calves, but especially on the front of that shin, on those shin muscles.
42151633	42157767	Now, if you do not have the band, then version one is just a regular Swiss ball curl.
42158557	42162182	We can really work the same way there, just without the band.
42162682	42164785	But a lot of you guys, that'll be a little bit too easy.
42164825	42172435	So you would come to one leg and I would bridge up and I would go single leg curls.
42174118	42179164	Now, if that one is a little too hard, but the double leg is a little too easy, I could go supported.
42179204	42180466	So I just put that foot down.
42180847	42183250	I do not have my weight on that left leg.
42183310	42187956	My weight is still all on that right leg, but it's just for a little bit of support.
42188341	42189864	and then I'm working there.
42192389	42198420	Make sure on all these variations, we keep the hips up flat like a bridge the entire time.
42198760	42204972	If that hip starts to sag, then we get some good work in the hamstrings, but we take all that tension off of the glutes.
42205313	42206535	All right, let's get it.
42215324	42221832	So for our rear foot elevated foot pops, we're gonna take a big step forward, normal rear foot elevated position.
42222092	42224095	If you wanna curl the toe, that's fine.
42224435	42227939	I like to point the toe so the top of my foot is down on that bench.
42227959	42232905	Now from here, I want pretty much a vertical shin, so I don't wanna have a steep shin angle here.
42233586	42237791	Vertical shin, I'm gonna come to the ball of my foot, okay?
42238031	42241095	You could do this barefoot or you could do it in shoes.
42241075	42247521	Heel is going to be off the ground, and then from there, I'm at like maybe 60 to 90 degree knee angle.
42247861	42256769	From there, I'm just popping that foot up and down as quick as I can, and I can never let that heel touch the ground.
42257129	42259632	You're going to feel a huge burn through the calves.
42259932	42262514	We're co-contracting all of those ankle muscles.
42262855	42271082	Those intrinsic foot muscles are getting fired up, so we're really training that entire lower leg for strength, stability, and stiffness.
42271062	42273245	Now, pay attention to the rep range.
42273285	42276971	I do not want you to count reps, so this exercise is for time.
42277391	42282539	Set the timer or have a friend time you and get in as many ground contacts as you can.
42282860	42286886	Get that foot moving as many as we can in that time frame.
42287186	42287907	Let's do it.
42311798	42315824	For our 7-11 breathing, what we're going to do is just lay down on our back.
42315944	42317747	Make sure that you're in a relaxed place.
42317787	42320491	I know you're probably in a gym, so it might be a little bit loud.
42320531	42327061	If you have headphones, throw on some headphones, throw on some slow music, maybe some yoga or meditation type music.
42327581	42333530	And all I'm going to do is just lay down and I'm going to breathe in through my nose for seven seconds.
42333790	42337536	And I'm also going to breathe out through my nose for 11 seconds.
42337516	42341446	So I'm not going to open my mouth for this whole drill.
42341887	42345696	So it's in through the nose and I want to make sure that my stomach is rising.
42346277	42353635	Your chest will naturally rise a little bit, but most of you when you think of deep breathing, what happens is your belly stays still.
42354627	42357690	and your chest puffs up and your shoulders elevate.
42357711	42364438	That means we are not actually getting all of that air, all of that oxygen down to the deepest part of the lungs.
42364979	42370745	So I want you to think about letting the belly rise as you take that breath in, okay?
42370765	42374429	So we're here, in deep through the nose, let the stomach rise.
42376732	42381057	Seven seconds, once you finish that seven seconds, it's out through the nose.
42383973	42385876	and that stomach will fall, okay?
42386597	42389261	Initially, this is very uncomfortable for guys.
42390002	42398996	I've had NBA players that absolutely hated this until they were in their third or fourth session and they started to get used to it because you do have to learn how to pace your breath.
42399817	42407568	If you just breathe in as hard as you can and breathe out as hard as you can, you're not gonna be able to go for seven in and 11 out.
42407829	42411955	You gotta learn to go very slow and pace that breath, okay?
42411935	42440727	this is doing a lot of stuff I mean for one we're helping you expand the lungs we're teaching you how to to breathe yourself into a more calmer state but from a recovery standpoint this could possibly be the best thing that you can do after a workout better than foam rolling better than static stretching because after a workout we're in that sympathetic state that's that fight that's that workout that's that game mode okay I got to get you to the parasympathetic state that's relax recover all recovery
42440977	42443481	happens in the parasympathetic state.
42444063	42448170	Okay, so if I'm still hyped up after the workout, I'm killing my recovery.
42448511	42462175	So as soon as we're done with the workout, we want to do these breathing exercises to get us into that parasympathetic state and then I can really start to aid my recovery and I'm back better than ever tomorrow, ready to train again.
42463960	42467265	So the first one for our static stretch is just going to be a basic quad stretch.
42467285	42471551	So I'm just going to go heel to hip and I'm just going to get up nice and tall.
42471851	42478661	I'm going to raise my opposite hand and I'm just going to hold for 15 seconds and then I'm going to switch over to the other side.
42478942	42482447	If you need to hold on to something for balance, that's okay.
42482727	42490238	We're not going to get the same arm raise, but you can hold on and just make sure that we're nice and tall and that heel is touching the hip the whole time.
42490218	42494570	For the elevated hamstring stretch, I'm just gonna use a bench, a box, a chair.
42494991	42496956	I'm just gonna get my heel on there.
42496996	42499463	That toe is pointed up towards the ceiling.
42499763	42502110	And then I'm just gonna hinge from the hips.
42502130	42504356	So I don't wanna lean forward and round my back.
42504636	42506421	I'm just gonna lean forward.
42506401	42509128	from the hips, keeping my back nice and straight.
42509449	42516469	If you wanna reach down and touch your ankle or touch your toe, you can, but don't reach down and start to bend over from the back.
42516629	42521743	So I like to just keep my hands here to make sure that I'm not rounding the upper back.
42522601	42526511	and I'm just gonna hold 15 seconds, and then I'm gonna switch over to the other side.
42526531	42529498	15 seconds on the other side as well.
42529518	42531623	We should feel this stretch all in the hamstrings.
42531824	42533247	So that is the back of the thigh.
42533488	42537758	We'll feel it a little bit down into the calves, but we should feel it mostly hamstrings.
42537738	42541488	For our adductor stretch, I'm just gonna go one leg out.
42541628	42544055	I need to lock out this knee so I'm nice and straight.
42544395	42546721	I'm gonna sit back onto my heel.
42546782	42548626	So now look at this back foot.
42548667	42550110	I'm not curling the toe under.
42550471	42554582	I'm putting it down like this so the top of my foot is flat to the floor.
42554562	42557986	and I'm going to sit my hips back to that heel.
42558406	42563752	Now from there, I can already feel a little bit of a stretch in the adductor.
42564072	42577347	Now if you don't really try to square your chest towards the floor, now from there, if you don't feel a big stretch already, we're going to come down to the elbows and we're just going to hang out in this position for 15 seconds.
42577327	42580591	Alright, so I should feel that stretch all through the adductors.
42580631	42581973	That's the inside of the leg.
42582453	42585817	After 15 seconds, I'm going to switch over to that other side.
42586418	42587099	Same thing.
42587439	42590323	For my glute stretch, I'm going to pull this knee back.
42590623	42593767	Now make sure that this other leg stays down on the floor.
42594047	42597912	So I need my right knee and my right heel down through the ground.
42598212	42602878	I'm not going to lift off and I'm just going to lay my head back and just pull
42602858	42605843	this knee as far towards the chest as I can.
42606204	42611693	Now, a lot of you, as you pull, the tendency is to rise here because we're tight in the hip flexors.
42612114	42622352	If that's the case, try to have somebody hold that leg down or strap it down with a band or just realize that you don't have that range of motion yet and you can only pull to right here.
42622332	42630208	But this is a glute stretch for this left leg, but at the same time, for a lot of you, this will be a hip flexor stretch on that right side.
42630729	42633514	So I'm just going to pull back, hold for 15 seconds.
42633955	42639987	After 15 seconds, I'm switching over to that other side, trying to get full range of motion with that other leg.
42639967	42643031	So for our hip flexor stretch, make sure that we have something soft.
42643112	42645275	I don't want you guys putting your knee on a hardwood.
42645515	42649160	Make sure you have a pad or a soft floor to do this stretch on.
42649641	42651223	So I'm just going to go on one knee.
42651604	42654128	This knee is going to go 90 degrees.
42654208	42655149	So I'm 90 there.
42655490	42658274	My ankle is directly underneath that knee.
42658634	42660918	Now from here, I just got to get up nice and tall.
42661278	42665985	Some of you are already going to feel a stretch in the hip flexor because we're extra tight.
42666325	42669450	Now from there, I'm just going to lean forward.
42669430	42672354	So I should have this knee back behind the hip.
42672714	42677481	And now from there, I'm just raising straight up and I'm going to hold.
42677521	42678963	All right.
42678983	42684851	So I feel a big stretch from here all the way down through the bottom of that hip flexor.
42685592	42689397	After 15 seconds, I'm going to switch over to that other side and do the same thing.
42689377	42694723	For my calf stretch, I'm basically going to do what they would call a downward dog in yoga.
42695103	42698327	So I'm here, I'm going to push back like this.
42698427	42701631	I'm going to straighten out my arms and now I'm just going to cross over.
42702011	42711722	So I'm going to put my left foot over that right foot and I'm going to try to get that right heel down towards the floor or as close as I can.
42712023	42718510	So I do have a straight knee, so we're stretching out what's called the gastrocnemius, that's the outside calf muscle.
42718770	42724937	So I shouldn't feel the stretch as much down in the ankle and the Achilles as we would on some of our hip mobility drills.
42725338	42729422	We should feel it on the outside of that calf muscle.
42730583	42734388	A lot of us aren't gonna be able to get our heel all the way to the floor, that's okay.
42734748	42737952	Just work on getting it down as low as we can.
42737992	42741996	After 15 seconds, I'm switching over to that other side.
42744659	42745300	What's up, guys?
42745440	42749905	Quick minimum dose advice for phase nine, day three and day six.
42749925	42751967	So this is our core and mobility day.
42752568	42755671	As you can see, don't need to cut out anything.
42755892	42758355	Very short, very efficient workout.
42758955	42763641	Since we're at six days a week, we can't have these long core and mobility workouts.
42764381	42773772	We would rather just get in, get it done in 20, 30 minutes, and get out of the gym because we need to recover for the next day.
42773752	42779244	If you have to cut anything back, just cut from four sets down to three sets, all right?
42779945	42782010	But don't cut out any exercises.
42782130	42784575	All of these exercises are absolutely essential.
42784876	42785517	Let's get it.
42794778	42798383	So for our leg raises, you're gonna go on a Roman chair if you have it.
42798563	42801647	If not, then you can just hang on a normal pull-up bar.
42801987	42803389	Either one will work just fine.
42803449	42806653	So if I'm in the Roman chair, I'm gonna get set up here.
42806673	42810038	Now, you guys are used to doing a full knee raise.
42810358	42813262	That bottom half is really more hip flexors.
42813722	42815925	The top half, from here,
42815905	42822054	to here to as high as I can get that knee is going to be abs, especially those lower abdominals.
42822115	42826441	So what I got to think about is a posterior pelvic tilt.
42827262	42831589	So if this is an anterior pelvic tilt, posterior is the opposite.
42831689	42832891	Think about like I have a tail.
42833412	42834994	Think about tucking that tail.
42835495	42841104	That motion of posterior pelvic tilt is what's going to really activate those abdominals.
42841164	42843347	So I'm here.
42843563	42851774	and I got to posteriorly tilt, think about getting my knees as high as I can, and then back down halfway.
42852355	42858464	So that is how we actually train the abs instead of just working the hip flexors.
42858724	42867276	So for our leg raises, you can either go in a Roman chair like this if you have it, if not, then we're just gonna hang from a regular pull-up bar.
42872285	42876730	So for my ankle toe crawls, what I'm going to do is get in a half kneeling position.
42877071	42882237	I'm going to work on my ankle dorsiflexion by driving my knee as far as I can over the toe.
42882638	42885181	And then I'm going to flow straight into my toe stretch.
42885201	42892670	So I got to get this knee down to the floor while keeping my big toe and my other four toes down on the ground.
42892710	42894192	So I'm here.
42894408	42898337	Now look at that position that I'm in with the toe.
42898357	42901405	So I'm challenging my toe mobility.
42901465	42908561	So what I'm going to do is just crawl in this position and I can do anywhere from four to eight reps each leg.
42908581	42909704	So I'm going to start at four.
42910346	42911809	So I'm here.
42912160	42923137	nice and slow, look how I crawl the hand forward, and then I ground that next foot, drive the knee over the toe, and gradually transition, all right?
42923418	42929207	So I'm literally just crawling, and I'm challenging my ankle mobility,
42929187	42932132	and my toe mobility as I go.
42932352	42935177	So this is essential when it comes to getting shin angles.
42935197	42940186	So you guys hear me talk a lot about the most explosive athletes have good shin angles.
42940206	42947518	If you can get horizontal shin angles, we produce more horizontal force, which means we get somewhere faster, right?
42947558	42950503	So horizontal force production is essential, but
42950483	42960874	If you get here and you lock up, right, because you don't have the ankle mobility or you have the ankle mobility but you don't have the toe mobility, we can't get that shin angle.
42961214	42962636	So now we have vertical shins.
42963136	42968442	I don't care how much force you produce with vertical shins, you can't get horizontal.
42968842	42971845	So half the battle is how much force we produce.
42971865	42975549	The other half of the battle is the angle that we're producing the force.
42975909	42977571	And so that's why we're training
42977551	42984338	This ankle mobility, you see how I got to be able to get my knee far out over my toe, which takes dorsiflexion range of motion.
42984838	42989743	But as I extend this hip, I need to have that toe range of motion.
42989803	42994287	If that toe locks up, then I don't get full extension of the hip.
42994668	43005398	So we need that dorsiflexion and we need that toe range of motion so that we can get these good shin angles and get full triple extension on our first step explosiveness.
43005378	43011709	So we're going to do anywhere from four to eight reps, and we can do anywhere from two to four sets.
43012029	43014854	Do this a couple days a week, up to three days a week.
43015114	43017959	This is a good one that you can just add to your warm-ups.
43018199	43027815	You could add this to your dynamic warm-ups, or if you're at home and you're bored watching TV, it's a great exercise to do just to challenge that ankle mobility and that toe mobility.
43028156	43028837	Let's get it.
43034487	43038640	So for our lateral oblique crunch, there's a lot of different ways we can do this.
43038660	43045763	If you have something to hold down your feet, or you have a partner to hold your feet down, then just go in a stacked position.
43046418	43048641	and we can just go on a BOSU ball.
43048661	43054370	So you'd put your hip directly on the center of that BOSU ball, and then I would come fully extended.
43054730	43061340	So you could either cross your arms or just keep your arms here, or you could bring one arm here and one arm across the chest.
43061660	43063263	I like to do that option a lot of times.
43063303	43072296	So in this position now, I have my whole torso hanging over the BOSU, and I'm just gonna come into a little lateral crunch, all right?
43072316	43074619	So it's a small range motion.
43074599	43080548	but I'm really getting a good workout on that top oblique, so my left oblique is fired up right now.
43080928	43084814	Now, I know a lot of you guys don't have a BOSU ball, so there's some other options.
43085275	43094548	We could go on a bench and get our torso off the bench, have a partner hold down our legs and do the same thing, or we could go on a hyperextension machine
43096469	43100176	and come in that way so that our feet are anchored.
43100798	43106088	And same thing, my body is now hanging off so I can do the same exact thing.
43106649	43113623	Actually, in this position, I could even hold a dumbbell if that's too easy and still get that good oblique work.
43114044	43118292	Now, if none of those setups work for you, then just go to a cable.
43121528	43126895	Bring it down to the lowest setting and we can just do a side crunch like this.
43127456	43129779	So any of those options work.
43129799	43134284	All we're looking for is a big workout, a big burn in those side obliques.
43134605	43138390	If the rep range is too easy for you, then go ahead and add reps.
43138410	43142075	We want to go pretty much to a maximal burn on this exercise.
43142415	43143216	Let's do it.
43156375	43161765	So for my single leg supported rotations, what I'm going to do is step in front of a bench.
43162005	43168657	If you don't have a bench, you can actually put your back foot on a wall and get the sole flat to the wall just for a little added stability.
43169077	43172864	Now if your stability is very good, you could just do this on one leg.
43173125	43179075	But for most of you guys, I want you doing it assisted and we can actually get a little more mobility if it is assisted.
43179055	43180416	So take a big step forward.
43180677	43182078	I'm going to throw my back foot up.
43182158	43187503	Instead of pointing the toe like I normally would for a rear foot elevated, I'm curling that toe.
43188183	43194609	If you have a band, pull that band tight and get it up above the head or any type of light dowel would work.
43195310	43205940	Slight bend in that front knee and now I hinge from the hips and from here I'm just rotating as far as I can and then back to neutral.
43205920	43235860	and as far as i can the other way and back to neutral okay i'm going to feel that stretch all through the hips lateral portion of the hips medial portion of the hips my upper back and my shoulder my thoracic spine i'm getting a lot of really good mobility so we should feel this a little bit throughout the entire body we're really mobilizing the entire body and getting some stability at the same time let's do it
43246403	43257119	So for my rolling cross touch, what I'm going to do is I'm just going to bring my feet off the ground and I'm going to bring my hands off the ground so I'm in this hollow body position.
43257360	43266894	I don't want to have an excessive curve in the lower back, so I want to think about tilting my pelvis, pretend like you have a tail, and think about tucking that tail so your back is nice and flat to the floor.
43267315	43269238	And then from there, I'm just rolling.
43269218	43271100	So my feet still aren't going to touch the ground.
43271140	43272822	My hands are still not going to touch the ground.
43273162	43273983	I'm going to roll over.
43274023	43275405	I'm going to roll over again.
43275525	43279890	So I end up in the same position and then I'm going to go cross body.
43279910	43285096	So when I roll that way, I'm going to go left hand touches the right toe and back down.
43285336	43288400	And again, left hand, right toe back down.
43288820	43290602	And then I roll back to the other side.
43291022	43293085	So now I'll end up in the same position.
43293465	43296829	Now, once I'm back here, I go right hand left.
43296809	43299154	So right hand, left toe.
43299435	43301880	And then again, I roll back to the other side.
43302341	43310979	So the reason that we are rolling is it is one of the most fundamental movement patterns that humans have and we lose it over time.
43311180	43316050	But when we roll, we're training so many core muscles and we're training them reactively.
43316030	43321541	It is a training stimulus for the core that we can't get with any traditional core exercise.
43321821	43330478	So it's really building up that core stability and it's building it up naturally and reflexively which is really going to carry over to all of our athletic movements.
43345038	43348465	For the hip flexor tilt, I'm just gonna use a box of bench or a chair.
43349186	43354015	I'm gonna get my back foot up so the top of my foot is on the bench.
43354055	43355638	I'm not gonna go with my toe on the bench.
43356039	43358584	Top of the foot on the bench, I'm just gonna come down.
43358905	43363333	Now I wanna get my heel touching my hips or as close as I can get to that.
43363313	43365316	If you have a pad, that'd be better.
43365356	43366658	I wouldn't do this on hardwood.
43366838	43368521	Make sure you got a nice, soft surface.
43369022	43369783	So I'm touching.
43370183	43374049	I'm in a straight line from my knee all the way up through my shoulders.
43374590	43375752	And I'm just going to sit here.
43375892	43377454	First, I'm going to get in a good position.
43377955	43379918	This ankle should be under that knee.
43380559	43384365	I should already feel a little bit of a stretch in that hip flexor, a little bit in the quad as well.
43384786	43387289	Now from here, I'm getting nice and wide.
43387309	43388471	I'm not going to lean forward.
43388812	43390975	And I'm going arms out.
43390955	43402686	and together now at the top with straight elbows not bent elbows at the top I'm going to lean towards the lead leg so that's to my right as far as I can
43403408	43407076	hold for five, and then come right back, okay?
43407096	43416156	And then we're hands down, all the way up, hands together, nice and tall, elongate through the spine, and lean towards that lead leg.
43416196	43422430	Three, two, one, back down, and we're back through.
43425548	43426229	What's up, guys?
43426349	43431137	Quick minimum dose advice for phase 10, day one and day four.
43431397	43433100	So this is our lower body strength day.
43433501	43436706	As you can see, already very short and efficient.
43436746	43439150	We probably shouldn't have to cut anything out here.
43439531	43443577	Now, just because it is short and efficient doesn't mean that it's easy.
43443898	43445440	It is very high intensity.
43445500	43448485	So these rear foot elevated split squats.
43448465	43451189	Alright, six sets of two.
43451669	43456977	So you might see two and think that it's easy, but two means that, of course, we're max intensity.
43457497	43462785	So we're gonna be loaded up, very heavy, and six sets is quite a lot.
43462825	43465288	Make sure you're taking plenty of rest time in between.
43465348	43468212	We want full recovery.
43468192	43486977	Now if you have any type of knee problems, patellar tendonitis, anything like that, that might be too intense, so you could go back to another hip dominant exercise, a deadlift or something else, but we still want to get that high intensity just in a pain-free zone, so find an exercise that you're pain-free.
43486957	43490285	Full range of motion RDL, so four sets of five.
43490687	43492752	This is not gonna be maximally loaded.
43492832	43495800	We're more so going for full range of motion.
43496441	43500231	So for some of you guys, that's gonna be a normal RDL, just full range.
43500492	43503058	For some of you, we're actually gonna elevate on a box
43503038	43509388	or a bumper plate, and we're getting that max range, I want you guys to start to strengthen in that end range.
43509629	43517441	That's where most injuries happen, is at our near end range of that muscle length, so that's why we're going full range of motion there.
43518823	43522189	The mini band ankle inversion, eversion, definitely don't skip that.
43522529	43529721	One leg functional calf raise, if you have to skip one, this is the one to take out, but definitely try to leave it in, it's a very good exercise.
43529853	43531376	We're going to get through a foam roller circuit.
43531516	43533219	I have a long roller from Skills.
43533479	43540350	You can do long or you can do one of the shorter rollers that you can get from Skills online, or you can just get it from Walmart or Target.
43540711	43546140	So the first muscle that we're going to focus on is the glutes, one of the most important muscles for us to foam roll.
43546120	43549223	So you can either go this way or you could go vertical.
43549564	43558714	So if you go this way, we're just going to lean over to one side and then I'm just going to roll from the bottom of my glute all the way up to the top of my glute.
43558734	43565141	Now, always, if we want more pressure, we could cross over here and add a little more pressure to make it a little tougher.
43565862	43572229	Or we could go vertical here and then we can lean over and get the glute horizontally as well.
43572209	43574552	So the next one we're going to move down the posterior chain.
43574572	43575974	We're going to focus on the hamstrings.
43576314	43584705	So I'm just going to sit on the roller and I'm going to cross over this foot and I'm just going to roll from the bottom of my glute all the way to the top of my knee.
43585085	43596900	So I'm just going to start in the center and then I'm gradually going to rock over a little bit so I can get the outside of my hamstrings and then I'm going to rock to the inside so I can get the inside of my hamstrings.
43597100	43598882	Now the next one we're going to do is the calves.
43599182	43602585	So we're just going to cross over and I'm going to push myself up.
43602665	43610892	So my hips are off the ground and I'm just going to roll basically from the bottom of the knee all the way up to the top of the ankle.
43610952	43614716	So we're going over that calf and also over that Achilles.
43615116	43616477	And our next one we're flipping over.
43616538	43619680	We're going hip flexor all the way down to the quad.
43619740	43627107	So I'm going to go on the side of the roller now and I'm just going to come down into a plank position and I'm going to roll.
